id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
108,Smokescreen,えんまく,연막,Lowers the target's accuracy by one stage.,연기나 먹물을 내뿜어 상대의 명중률을 떨어뜨린다.,0,2,,100,20,0,0,0,,,,,,1
109,Confuse Ray,あやしいひかり,이상한빛,Confuses the target.,이상한 빛을 상대에게 비춰 당황하게 한다. 상대를 혼란시킨다.,7,2,,100,10,0,0,0,,,,,,1
110,Withdraw,からにこもる,껍질에숨기,Raises the user's Defense by one stage.,껍질에 숨어 몸을 보호하여 자신의 방어를 올린다.,10,2,,,40,0,9,0,,,,,,1
111,Defense Curl,まるくなる,웅크리기,"Raises user's Defense by one stage. After this move is used, the power of ice ball and rollout are doubled until the user leaves the field.",몸을 둥글게 웅크려서 자신의 방어를 올린다.,0,2,,,40,0,9,0,,,,,,1
112,Barrier,バリアー,배리어,Raises the user's Defense by two stages.,튼튼한 장막을 만들어 자신의 방어를 크게 올린다.,13,2,,,20,0,9,0,,,,,,1
113,Light Screen,ひかりのかべ,빛의장막,"Erects a barrier around the user's side of the field that reduces damage from special attacks by half for five turns. In double battles, the reduction is 1/3. Critical hits are not affected by the barrier. If the user is holding light clay, the barrier lasts for eight turns. brick break or defog used by an opponent will destroy the barrier.",5턴 동안 이상한 장막으로 상대로부터 받는 특수공격의 데미지를 약하게 한다.,13,2,,,30,0,14,0,,,,,,1
114,Haze,くろいきり,흑안개,"Removes stat, accuracy, and evasion modifiers from every Pokémon on the field. This does not count as a stat reduction for the purposes of clear body or white smoke.",흑안개를 뿜어 배틀에 참가 중인 포켓몬 전원의 능력 변화를 원래대로 돌린다.,14,2,,,30,0,12,0,,,,,,1
115,Reflect,リフレクター,리플렉터,"Erects a barrier around the user's side of the field that reduces damage from physical attacks by half for five turns. In double battles, the reduction is 1/3. Critical hits are not affected by the barrier. If the user is holding light clay, the barrier lasts for eight turns. brick break or defog used by an opponent will destroy the barrier.",5턴 동안 이상한 장막으로 상대로부터 받는 물리공격의 데미지를 약하게 한다.,13,2,,,20,0,14,0,,,,,,1
116,Focus Energy,きあいだめ,기충전,"User's critical hit rate is two levels higher until it leaves the field. If the user has already used focus energy since entering the field, this move will fail. This effect is passed on by baton pass.",깊게 숨을 들이마셔 기합을 넣는다. 자신의 공격이 급소에 맞기 쉬워진다.,0,2,,,30,0,9,0,,,,,,1
117,Bide,がまん,참기,"User waits for two turns. On the second turn, the user inflicts twice the damage it accumulated on the last Pokémon to hit it. Damage inflicted is typeless. This move cannot be selected by sleep talk.",2턴 동안 공격을 견뎌 입은 데미지를 2배로 만들어 상대에게 돌려준다.,0,0,,,10,1,9,1,,,,,,1
118,Metronome,ゆびをふる,손가락흔들기,"Selects any move at random and uses it. Moves the user already knows are not eligible. Assist, meta, protection, and reflection moves are also not eligible; specifically, assist, chatter, copycat, counter, covet, destiny bond, detect, endure, feint, focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, protect, quick guard, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, and wide guard will not be selected by this move. This move cannot be copied by mimic or mirror move, nor selected by assist, metronome, or sleep talk.",손가락을 흔들어 자신의 뇌를 자극해서 모든 기술 중 어느 하나를 날린다.,0,2,,,10,0,9,0,,,,,,1
119,Mirror Move,オウムがえし,따라하기,"Uses the last move targeted at the user by a Pokémon still on the field. A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count. If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail. Moves that failed, missed, had no effect, or were blocked are still copied. Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead. The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up. This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",상대가 사용한 기술을 흉내 내어 자신도 똑같은 기술을 쓴다.,2,2,,,20,0,0,0,,,,,,1
120,Self-Destruct,じばく,자폭,"User faints, even if the attack fails or misses. Inflicts regular damage.",폭발을 일으켜서 자신의 주위에 있는 포켓몬을 공격한다. 쓰고 나서 기절하게 된다.,0,0,200,100,5,0,5,0,,,,,,1
121,Egg Bomb,タマゴばくだん,알폭탄,Inflicts regular damage.,큰 알을 온 힘을 다해 상대에게 내던져서 공격한다.,0,0,100,75,10,0,0,0,,,,,,1
122,Lick,したでなめる,핥기,Inflicts regular damage. Has a 30% chance to paralyze the target.,긴 혀로 상대를 핥아서 공격한다. 마비 상태로 만들 때가 있다.,7,0,30,100,30,0,0,1,,,,,,1
123,Smog,スモッグ,스모그,Inflicts regular damage. Has a 40% chance to poison the target.,더러운 가스를 상대에게 내뿜어 공격한다. 독 상태로 만들 때가 있다.,3,1,30,70,20,0,0,0,,,,,,1
124,Sludge,ヘドロこうげき,오물공격,Inflicts regular damage. Has a 30% chance to poison the target.,더러운 오물을 상대에게 내던져서 공격한다. 독 상태로 만들 때가 있다.,3,1,65,100,20,0,0,0,,,,,,1
125,Bone Club,ホネこんぼう,뼈다귀치기,Inflicts regular damage. Has a 10% chance to make the target flinch.,손에 들고 있는 뼈로 상대를 세게 때려서 공격한다. 상대를 풀죽게 만들 때가 있다.,4,0,65,85,20,0,0,0,,,,,,1
126,Fire Blast,だいもんじ,불대문자,Inflicts regular damage. Has a 10% chance to burn the target.,큰 대자의 불꽃으로 상대를 불태운다. 화상 상태로 만들 때가 있다.,9,1,110,85,5,0,0,0,,,,,,1
127,Waterfall,たきのぼり,폭포오르기,Inflicts regular damage. Has a 20% chance to make the target flinch.,굉장한 기세로 상대에게 돌진한다. 상대를 풀죽게 만들 때가 있다. 폭포도 거슬러 올라갈 수 있다.,10,0,80,100,15,0,0,1,,,,,,1
128,Clamp,からではさむ,껍질끼우기,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. rapid spin cancels this effect.",매우 튼튼하고 두꺼운 껍질에 4-5턴 동안 상대를 끼워서 공격한다.,10,0,35,85,15,0,0,1,,,,,,1
129,Swift,スピードスター,스피드스타,Inflicts regular damage. Ignores accuracy and evasion modifiers.,별 모양의 빛을 발사해서 상대를 공격한다. 공격은 반드시 명중한다.,0,1,60,,20,0,6,0,,,,,,1
130,Skull Bash,ロケットずつき,로켓박치기,Inflicts regular damage. Raises the user's Defense by one stage. User then charges for one turn before attacking. This move cannot be selected by sleep talk.,1턴째에 머리를 움츠려 방어를 올린다. 2턴째에 상대를 공격한다.,0,0,130,100,10,0,0,1,,,,,,1
131,Spike Cannon,とげキャノン,가시대포,"Inflicts regular damage. Hits 2–5 times in one turn. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use.",날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.,0,0,20,100,15,0,0,0,,,,2,5,1
132,Constrict,からみつく,휘감기,Inflicts regular damage. Has a 10% chance to lower the target's Speed by one stage.,촉수나 덩굴 등을 휘감아서 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.,0,0,10,100,35,0,0,1,,,,,,1
133,Amnesia,ドわすれ,망각술,Raises the user's Special Defense by two stages.,머리를 비워서 순간적으로 무언가를 잊어버림으로써 자신의 특수방어를 크게 올린다.,13,2,,,20,0,9,0,,,,,,1
134,Kinesis,スプーンまげ,숟가락휘기,Lowers the target's accuracy by one stage.,숟가락을 휘어서 주의를 끌어 상대의 명중률을 낮춘다.,13,2,,80,15,0,0,0,,,,,,1
135,Soft-Boiled,タマゴうみ,알낳기,Heals the user for half its max HP.,자신의 최대 HP 절반을 회복한다. 동료에게 HP를 나누어 줄 수도 있다.,0,2,,,5,0,9,0,,,50,,,1
136,High Jump Kick,とびひざげり,무릎차기,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down. This move cannot be used while gravity is in effect.",점프해서 무릎차기로 상대를 공격한다. 빗나가면 자신이 데미지를 입는다.,1,0,130,90,10,0,0,1,,,,,,1
137,Glare,へびにらみ,뱀눈초리,Paralyzes the target.,배의 무늬로 겁을 주어 상대를 마비 상태로 만든다.,0,2,,100,30,0,0,0,,,,,,1
138,Dream Eater,ゆめくい,꿈먹기,Fails if not used on a sleeping Pokémon. Inflicts regular damage. Drains half the damage inflicted to heal the user.,잠자고 있는 상대의 꿈을 먹어 공격한다. 데미지의 절반을 HP로 회복한다.,13,1,100,100,15,0,0,0,,50,,,,1
139,Poison Gas,どくガス,독가스,Poisons the target.,독가스를 상대의 얼굴에 내뿜어 독 상태로 만든다.,3,2,,90,40,0,6,0,,,,,,1
140,Barrage,たまなげ,구슬던지기,"Inflicts regular damage. Hits 2–5 times in one turn. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use.",둥근 것을 상대에게 내던져서 공격한다. 2-5회 동안 연속으로 쓴다.,0,0,15,85,20,0,0,0,,,,2,5,1
141,Leech Life,きゅうけつ,흡혈,Inflicts regular damage. Drains half the damage inflicted to heal the user.,피를 빨아서 상대를 공격한다. 준 데미지의 절반을 HP로 회복한다.,6,0,80,100,10,0,0,1,,50,,,,1
142,Lovely Kiss,あくまのキッス,악마의키스,Puts the target to sleep.,무서운 얼굴로 키스한다. 상대를 잠듦 상태로 만든다.,0,2,,75,10,0,0,0,,,,,,1
143,Sky Attack,ゴッドバード,불새,Inflicts regular damage. User charges for one turn before attacking. Critical hit chance is one level higher than normal. Has a 30% chance to make the target flinch. This move cannot be selected by sleep talk.,2턴째에 상대를 공격한다. 가끔 풀죽게 만든다. 급소에도 맞기 쉽다.,2,0,140,90,5,0,1,0,1,,,,,1
144,Transform,へんしん,변신,"User copies the target's species, weight, type, ability, calculated stats (except HP), and moves. Copied moves will all have 5 PP remaining. IVs are copied for the purposes of hidden power, but stats are not recalculated. choice band, choice scarf, and choice specs stay in effect, and the user must select a new move. This move cannot be copied by mirror move, nor forced by encore.",상대 포켓몬으로 변신하여 상대와 완전히 똑같은 기술을 사용할 수 있다.,0,2,,,10,0,0,0,,,,,,1
145,Bubble,あわ,거품,Inflicts regular damage. Has a 10% chance to lower the target's Speed by one stage.,매우 많은 거품을 상대에게 내뿜어 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.,10,1,40,100,30,0,6,0,,,,,,1
146,Dizzy Punch,ピヨピヨパンチ,잼잼펀치,Inflicts regular damage. Has a 20% chance to confuse the target.,리드미컬한 펀치를 날려 상대를 공격한다. 혼란시킬 때가 있다.,0,0,70,100,10,0,0,1,,,,,,1
147,Spore,キノコのほうし,버섯포자,Puts the target to sleep.,최면 효과가 있는 포자를 훌훌 흩뿌려서 상대를 잠듦 상태로 만든다.,11,2,,100,15,0,0,0,,,,,,1
148,Flash,フラッシュ,플래시,Lowers the target's accuracy by one stage.,눈이 부신 빛으로 상대의 명중률을 떨어뜨린다.,0,2,,100,20,0,0,0,,,,,,1
149,Psywave,サイコウェーブ,사이코웨이브,"Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%.",이상한 염력파를 상대에게 발사하여 공격한다. 사용할 때마다 데미지가 바뀐다.,13,1,,100,15,0,0,0,,,,,,1
150,Splash,はねる,튀어오르기,Does nothing. This move cannot be used while gravity is in effect.,공격도 하지 않고 팔딱팔딱 튈 뿐 아무 일도 일어나지 않는다...,0,2,,,40,0,9,0,,,,,,1
151,Acid Armor,とける,녹기,Raises the user's Defense by two stages.,세포의 변화로 액체가 되어 자신의 방어를 크게 올린다.,3,2,,,20,0,9,0,,,,,,1
